taxon_oid	Domain	Status	Study Name	Genome Name / Sample Name	Sequencing Center	IMG Genome ID 	Genome Size   * assembled	Gene Count   * assembled
2751185675	Bacteria	Finished	Genome sequencing of microbes enriched at the cathode of a solar microbial fuel cell	Candidatus Tenderia electrophaga NRL1	Naval Research Laboratory	2751185675	3763866	3548
2648501800	Bacteria	Finished	Defluviitoga tunisiensis L3	Defluviitoga tunisiensis L3	"Center for Biotechnology (CeBiTec), Bielefeld Univeristy"	2648501800	2053097	1885
2619619140	Bacteria	Permanent Draft	Desulfonauticus sp. A7A Metagenomic Assembly	Desulfonauticus sp. A7A	Commonwealth Scientific and Industrial Research Organisation (CSIRO)	2619619140	1895942	1966
2593339214	Bacteria	Permanent Draft	The Hungate 1000. A catalogue of reference genomes from the rumen microbiome.	Basfia succiniciproducens DSM 22022	DOE Joint Genome Institute (JGI)	2593339214	2227815	2105
2585428009	Bacteria	Permanent Draft	Pseudorhizobium pelagicum R1-200B2 Genome sequencing	Pseudorhizobium pelagicum R1-200B2	University Miguel Hernandez	2585428009	5134606	4468
643692029	Bacteria	Finished	Nautilia profundicola Am-H	Nautilia profundicola Am-H	J. Craig Venter Institute (JCVI)	643692029	1676444	1788
2636415527	Bacteria	Finished	Erythrobacter atlanticus s21-N3 genome sequencing	Erythrobacter atlanticus s21-N3 GCA_001077815.1	The Third Institute of State Oceanic Administration	2636415527	3012400	2987
2740892280	Bacteria	Permanent Draft	Whole genome sequencing of Labrenzia aggregata CECT 4801	Labrenzia aggregata CECT 4801	Spanish Type Culture Collection (CECT)	2740892280	6682367	6234
2576861454	Bacteria	Finished	Candidatus Endolissoclinum faulkneri L5	Candidatus Endolissoclinum faulkneri L5	University of Utah	2576861454	1518636	816
2718217637	Bacteria	Permanent Draft	"Genomic Encyclopedia of Type Strains, Phase III (KMG-III): the genomes of soil and plant-associated and newly described type strains"	Fulvimarina manganoxydans CGMCC 1.10972	DOE Joint Genome Institute (JGI)	2718217637	4827577	4533
2511231069	Bacteria	Finished	Micavibrio aeruginosavorus ARL-13	Micavibrio aeruginosavorus ARL-13	University of Virginia	2511231069	2481983	2475
2558309067	Bacteria	Finished	Mesoplasma florum W37	Mesoplasma florum W37	University of Sherbrooke	2558309067	825824	768
2623620619	Bacteria	Draft	"Microbial communities of a white smoker hydrothermal vent chimney from the northern part of the Tu?i Malila vent field, Lau Basin, Fiji"	Methylococcaceae sp. B42	California Institute of Technology	2623620619	3040210	2887
2690315754	Bacteria	Permanent Draft	Draft genome sequence of Desulfatitalea tepidiphila S28bF	Desulfatitalea tepidiphila S28bF	"The Institute of Low Temperature Science, Hokkaido University"	2690315754	5614477	5060
2627853772	Bacteria	Permanent Draft	Candidatus Competibacter - lineage genomes retrieved from metagenomes reveal functional metabolic diversity	Candidatus Competibacter denitrificans Run_A_D11	Aalborg University	2627853772	4084870	3882
2718217841	Bacteria	Finished	Opitutaceae bacterium IG16b Genome sequencing	Opitutaceae bacterium IG16b	"Microorganisms, Leibniz Institute DSMZ - German Collection of Microorganisms and Cell Cultures"	2718217841	4199284	3583
2718217660	Bacteria	Permanent Draft	"Genomic Encyclopedia of Type Strains, Phase III (KMG-III): the genomes of soil and plant-associated and newly described type strains"	Aliidiomarina maris CGMCC 1.15366	DOE Joint Genome Institute (JGI)	2718217660	3002452	2888
2519899683	Bacteria	Permanent Draft	"Genomic Encyclopedia of Type Strains, Phase I: the one thousand microbial genomes (KMG-I) project"	Elioraea tepidiphila DSM 17972	DOE Joint Genome Institute (JGI)	2519899683	4304237	4182
2502790015	Bacteria	Permanent Draft	A Genomic Encyclopedia of Bacteria and Archaea (GEBA)	"Aminomonas paucivorans GLU-3, DSM 12260"	DOE Joint Genome Institute (JGI)	2502790015	2630120	2494
2630968827	Bacteria	Finished	Escherichia Coli strain:SEC470 Genome sequencing	Escherichia Coli SEC470	"Chinese Academy of Science, Institute of Subtropical Agriculture"	2630968827	5153435	5139
2509601011	Bacteria	Finished	A Genomic Encyclopedia of Bacteria and Archaea (GEBA)	Acetomicrobium mobile DSM 13181	DOE Joint Genome Institute (JGI)	2509601011	2160700	2109
2508501000	Bacteria	Permanent Draft	Dechlorobacter hydrogenophilus LT-1	Dechlorobacter hydrogenophilus LT-1	Eureka genomics	2508501000	4610829	4510
2576861479	Bacteria	Finished	Bdellovibrio bacteriovorus strain:109J Genome sequencing	Bdellovibrio bacteriovorus 109J	The Hebrew University of Jerusalem	2576861479	3830427	3628
2617271277	Bacteria	Permanent Draft	Alphaproteobacteria from Wang lab Huazhong Agricultural University	Paenirhodobacter enshiensis DW2-9	Shanghai Majorbio Bio-pharm Technology Co.	2617271277	3439591	3263
2593339280	Bacteria	Permanent Draft	"Genomic Encyclopedia of Archaeal and Bacterial Type Strains, Phase II (KMG-II): from individual species to whole genera"	Roseinatronobacter thiooxidans DSM 13087	DOE Joint Genome Institute (JGI)	2593339280	3685266	3590
2565956566	Bacteria	Finished	Borrelia anserina BA2	Borrelia anserina BA2	Integrated Genomics	2565956566	904790	890
2645727616	Bacteria	Permanent Draft	Ferriphaselus amnicola OYT1	Ferriphaselus amnicola OYT1	RIKEN	2645727616	2684190	2703
2517093012	Bacteria	Permanent Draft	Continuation of the Genomic Encyclopedia of Bacteria and Archaea pilot project (GEBA)	Leucothrix mucor DSM 2157	DOE Joint Genome Institute (JGI)	2517093012	5185674	4767
644736333	Bacteria	Finished	Candidatus Accumulibacter phosphatis Type IIA UW-1	Candidatus Accumulibacter phosphatis Type IIA UW-1	DOE Joint Genome Institute (JGI)	644736333	5306133	4790
2508501051	Bacteria	Finished	Genome sequencing of representative photosynthetic purple sulfur bacteria	"Thiocystis violascens 611, DSM 198"	DOE Joint Genome Institute (JGI)	2508501051	5017071	4627
2585428043	Bacteria	Permanent Draft	"Genomic Encyclopedia of Type Strains, Phase I: the one thousand microbial genomes (KMG-I) project"	Pseudoxanthobacter soli DSM 19599	DOE Joint Genome Institute (JGI)	2585428043	5165242	4396
2556921006	Bacteria	Permanent Draft	"Genomic Encyclopedia of Type Strains, Phase I: the one thousand microbial genomes (KMG-I) project"	Franconibacter pulveris DSM 19144	DOE Joint Genome Institute (JGI)	2556921006	4712653	4465
2563367222	Bacteria	Permanent Draft	Imhoffiella purpurea AK35	Imhoffiella purpurea AK35	"Institute of Microbial Technology (IMTECH), Council of Scientific and Industrial Research (CSIR)"	2563367222	4766665	4241
2523533554	Bacteria	Permanent Draft	"Genomic Encyclopedia of Type Strains, Phase I: the one thousand microbial genomes (KMG-I) project"	Thermithiobacillus tepidarius DSM 3134	DOE Joint Genome Institute (JGI)	2523533554	2958498	2968
2643221547	Bacteria	Permanent Draft	Genome sequencing of Arabidopsis leaf and root microbiota representing the majority of bacterial species in their natural communities	Pseudolabrys sp. Root1462	Max Planck Institute for Plant Breeding Research	2643221547	4740017	4605
2675903220	Bacteria	Permanent Draft	"Genomic Encyclopedia of Archaeal and Bacterial Type Strains, Phase II (KMG-II): from individual species to whole genera"	Reinekea marinisedimentorum DSM 15388	DOE Joint Genome Institute (JGI)	2675903220	4230836	3873
2622736515	Bacteria	Permanent Draft	"Genomic Encyclopedia of Archaeal and Bacterial Type Strains, Phase II (KMG-II): from individual species to whole genera"	Aquimonas voraii DSM 16957	DOE Joint Genome Institute (JGI)	2622736515	4428167	3660
2524023156	Bacteria	Permanent Draft	"Genomic Encyclopedia of Type Strains, Phase I: the one thousand microbial genomes (KMG-I) project"	Conchiformibius kuhniae DSM 17694	DOE Joint Genome Institute (JGI)	2524023156	2123891	2091
2751185755	Bacteria	Finished	Genome analysis of Rhodovulum sp. MB263	Rhodovulum sp. MB263	Toyohashi University of Technology	2751185755	4162560	3960
2721755699	Bacteria	Finished	Massilia putida Genome sequencing	Massilia putida 6NM-7T	Jiangnan University	2721755699	7523017	6667
2754412936	Bacteria	Permanent Draft	"Genomic Encyclopedia of Type Strains, Phase IV (KMG-IV): sequencing the most valuable type-strain genomes for metagenomic binning, comparative biology and taxonomic classification"	Mycoplana dimorpha DSM 7138	DOE Joint Genome Institute (JGI)	2754412936	4592697	4297
2626542022	Bacteria	Draft	"Soil microbial communities from Rifle, Colorado, USA"	candidate division CPR1 bacterium GW2011_GWA2_42_17	DOE Joint Genome Institute (JGI)	2626542022	691409	742
2558860265	Bacteria	Finished	Bibersteinia trehalosi USDA-ARS-USMARC-188	Bibersteinia trehalosi USDA-ARS-USMARC-188	"U.S. Department of Agriculture, Agricultural Research Service"	2558860265	2340975	2221
644736402	Bacteria	Finished	Rickettsia africae ESF-5	Rickettsia africae ESF-5	Centre National de la Recherche Scientifique (CNRS)	644736402	1290917	1077
2506783045	Bacteria	Finished	Sequencing the genomes of six novel denitrifying bacterial isolates from the uranium and nitrate contaminated subsurface at the U.S. DOE Oak Ridge Integrated Field Research Center (OR-IFRC)	Hyphomicrobium denitrificans 1NES1	DOE Joint Genome Institute (JGI)	2506783045	3808687	3778
2654588001	Bacteria	Finished	Comparative analyses of Legionella species to identify genetic features of strains causing Legionnaires' disease	Legionella hackeliae ATCC35250	"Institut Pasteur, Paris, France"	2654588001	3570857	3245
2547132470	Bacteria	Permanent Draft	"Genomic Encyclopedia of Type Strains, Phase I: the one thousand microbial genomes (KMG-I) project"	Carnimonas nigrificans ATCC BAA-78	DOE Joint Genome Institute (JGI)	2547132470	2726123	2500
2718217990	Bacteria	Finished	Edwardsiella hoshinae ATCC 35051 Genome sequencing	Edwardsiella hoshinae ATCC 35051	Mississippi State University	2718217990	3811650	3511
639633056	Bacteria	Finished	Roseobacter denitrificans OCh 114	Roseobacter denitrificans OCh 114	"Arizona State University, TGen"	639633056	4331234	4201
2654587967	Bacteria	Permanent Draft	"Marine sediment microbial communities from White Oak River estuary, North Carolina"	Thiotrichales bacterium SG8_50	DOE Joint Genome Institute (JGI)	2654587967	3645285	3923
2623620471	Bacteria	Finished	Limnohabitans genome	Limnohabitans sp. 63ED37-2 (Limnohabitans)	Macrogen	2623620471	3372992	3243
2558860350	Bacteria	Draft	"Freshwater and sediment microbial communities from Araruama Lagoon, Brazil"	Candidatus Magnetoglobus multicellularis Araruama	Laboratorio Nacional de Computacao Cientifica	2558860350	12453848	10036
2522125070	Bacteria	Permanent Draft	"Genomic Encyclopedia of Type Strains, Phase I: the one thousand microbial genomes (KMG-I) project"	Woodsholea maritima DSM 17123	DOE Joint Genome Institute (JGI)	2522125070	3105947	2958
2615840719	Bacteria	Permanent Draft	"Genomic Encyclopedia of Archaeal and Bacterial Type Strains, Phase II (KMG-II): from individual species to whole genera"	Citreicella thiooxidans DSM 10146	DOE Joint Genome Institute (JGI)	2615840719	5871369	5635
2634166438	Bacteria	Permanent Draft	Morococcus cerebrosus strain:CIP 81.93 Genome sequencing	Morococcus cerebrosus CIP 81.93	Korea University	2634166438	2451909	2423
2751185660	Bacteria	Finished	"Anaerobic digester sludge microbial communities from Brisbane, Australia"	Verrucomicrobia bacterium Verruco_03	The University of Queensland	2751185660	1496595	1297
2563366761	Bacteria	Draft	An environmental bacterial taxon with a large and distinct metabolic repertoire	Candidatus Entotheonella sp. TSY1	U.S. Department of Energy (DOE)	2563366761	9128199	8504
2770939569	Bacteria	Permanent Draft	"Genomic Encyclopedia of Type Strains, Phase IV (KMG-IV): sequencing the most valuable type-strain genomes for metagenomic binning, comparative biology and taxonomic classification"	Hydromonas duriensis DSM 102852	DOE Joint Genome Institute (JGI)	2770939569	2427609	2334
2728369485	Bacteria	Permanent Draft	"Genomic Encyclopedia of Archaeal and Bacterial Type Strains, Phase II (KMG-II): from individual species to whole genera"	Marivita geojedonensis DSM 29432	DOE Joint Genome Institute (JGI)	2728369485	4326589	4330
2724679641	Bacteria	Permanent Draft	Genome sequencing of Dissulfuribacter thermophilus S69	Dissulfuribacter thermophilus S69	Russian Academy of Sciences	2724679641	2524199	2512
2563366573	Bacteria	Finished	Thalassolituus oleivorans R6-15	Thalassolituus oleivorans R6-15	"Third Institute of Oceanography, State Oceanic Administration"	2563366573	3764053	3433
2579778742	Bacteria	Finished	Brevundimonas naejangsanensis strain:B1 Genome sequencing	Brevundimonas naejangsanensis B1	Beijing University of Chemical Technology	2579778742	2942988	2844
2541046934	Bacteria	Permanent Draft	Genomes of fifty methylotrophs isolated from Lake Washington	Methylopila sp. 73B	DOE Joint Genome Institute (JGI)	2541046934	4382767	4215
645951819	Bacteria	Permanent Draft	Human Microbiome Project (HMP) Reference Genomes	Cardiobacterium hominis ATCC 15826	Baylor College of Medicine	645951819	2578897	2631
2770939615	Bacteria	Permanent Draft	"Genomic Encyclopedia of Type Strains, Phase IV (KMG-IV): sequencing the most valuable type-strain genomes for metagenomic binning, comparative biology and taxonomic classification"	Sphingosinicella microcystinivorans DSM 19791	DOE Joint Genome Institute (JGI)	2770939615	3963648	3775
2517487021	Bacteria	Permanent Draft	"Genomic Encyclopedia of Type Strains, Phase I: the one thousand microbial genomes (KMG-I) project"	Wohlfahrtiimonas chitiniclastica DSM 18708	DOE Joint Genome Institute (JGI)	2517487021	1992750	1912
2718217751	Bacteria	Finished	Complete genome sequences of a Mannheimia haemolytica serotype A1 leukotoxin deletion mutant and its wild type parent strain	Mannheimia haemolytica 89010807N lktA+	USDA-ARS	2718217751	2705355	2832
2582581023	Bacteria	Finished	Ensifer adhaerens Genome sequencing	Ensifer adhaerens Casida A	University of Arizona	2582581023	7280736	6663
2770939645	Bacteria	Permanent Draft	"Genomic Encyclopedia of Type Strains, Phase IV (KMG-IV): sequencing the most valuable type-strain genomes for metagenomic binning, comparative biology and taxonomic classification"	Orbus hercynius DSM 22228	DOE Joint Genome Institute (JGI)	2770939645	2357783	2189
2547132174	Bacteria	Permanent Draft	Gayadomonas joobiniege G7	Gayadomonas joobiniege G7	Yonsei University	2547132174	3910429	3472
2756170271	Bacteria	Permanent Draft	"Genomic Encyclopedia of Type Strains, Phase IV (KMG-IV): sequencing the most valuable type-strain genomes for metagenomic binning, comparative biology and taxonomic classification"	Roseicyclus mahoneyensis DSM 16097	DOE Joint Genome Institute (JGI)	2756170271	4030284	4003
2585427633	Bacteria	Finished	Rhizobium galegae bv. officinalis HAMBI 1141	Neorhizobium galegae bv. officinalis HAMBI 1141	University of Helsinki	2585427633	6413184	6213
2728369576	Bacteria	Permanent Draft	Cephalotes gut microbe isolates	Ventosimonas gracilis CV58	Calvin College	2728369576	2573563	2589
2718217736	Bacteria	Finished	Pajaroellobacter abortibovis genome sequencing	Pajaroellobacter abortibovis BTF92-0548A 99-0131	"University of California, Davis"	2718217736	1821632	1807
2515154196	Bacteria	Permanent Draft	"Genomic Encyclopedia of Type Strains, Phase I: the one thousand microbial genomes (KMG-I) project"	Neomegalonema perideroedes DSM 15528	DOE Joint Genome Institute (JGI)	2515154196	3409949	3092
2565956523	Bacteria	Permanent Draft	"Genomic Encyclopedia of Type Strains, Phase I: the one thousand microbial genomes (KMG-I) project"	Chromobacterium haemolyticum DSM 19808	DOE Joint Genome Institute (JGI)	2565956523	5032036	4578
2513237001	Bacteria	Permanent Draft	Marinovum algicola DG 898	Marinovum algicola DG 898	Leibniz Institute	2513237001	5252270	5081
642555119	Bacteria	Finished	Cellvibrio japonicus Ueda107	Cellvibrio japonicus Ueda107	J. Craig Venter Institute (JCVI)	642555119	4576573	3811
2524023151	Bacteria	Permanent Draft	"Genomic Encyclopedia of Type Strains, Phase I: the one thousand microbial genomes (KMG-I) project"	Tepidiphilus margaritifer DSM 15129	DOE Joint Genome Institute (JGI)	2524023151	2220236	2191
2770939506	Bacteria	Permanent Draft	"Genomic Encyclopedia of Type Strains, Phase IV (KMG-IV): sequencing the most valuable type-strain genomes for metagenomic binning, comparative biology and taxonomic classification"	Arenicella xantha DSM 24032	DOE Joint Genome Institute (JGI)	2770939506	4440696	3969
2617271299	Bacteria	Permanent Draft	Acidicaldus organivorans DX-1 Genome sequencing	Acidicaldus organivorans DX-1	Northeastern University	2617271299	790262	922
2609460008	Bacteria	Permanent Draft	Hylemonella gracilis Niagara R	Hylemonella gracilis Niagara R	CUBRC	2609460008	3821615	3539
2519899589	Bacteria	Permanent Draft	Oceaniovalibus guishaninsula JLT2003	Oceaniovalibus guishaninsula JLT2003	Xiamen university	2519899589	2897133	2840
2513237191	Bacteria	Finished	Gluconacetobacter xylinus NBRC 3288	Komagataeibacter xylinus NBRC 3288	National Institute of Technology and Evaluation	2513237191	3513191	3269
2687453332	Bacteria	Finished	Lelliottia amnigena genome sequencing	Lelliottia amnigena ZB04	Huazhong Agricultural University (HZAU)	2687453332	4616371	4398
2524023225	Bacteria	Permanent Draft	"Genomic Encyclopedia of Type Strains, Phase I: the one thousand microbial genomes (KMG-I) project"	Chitinilyticum aquatile DSM 21506	DOE Joint Genome Institute (JGI)	2524023225	3687463	3562
2770939621	Bacteria	Permanent Draft	"Genomic Encyclopedia of Type Strains, Phase IV (KMG-IV): sequencing the most valuable type-strain genomes for metagenomic binning, comparative biology and taxonomic classification"	Mangrovibacter plantisponsor DSM 19579	DOE Joint Genome Institute (JGI)	2770939621	5352990	5080
2721755327	Bacteria	Draft	"Soil microbial communities from Rifle, Colorado, USA"	candidate division WOR-3 bacterium RBG_13_43_14	DOE Joint Genome Institute (JGI)	2721755327	1851602	1849
2521172692	Bacteria	Finished	Thioalkalivibrio nitratireducens DSM 14787	Thioalkalivibrio nitratireducens DSM 14787	"Russian Academy of Sciences, A.N. Bach Institute of Biochemistry"	2521172692	4002352	3826
649989956	Bacteria	Permanent Draft	Human Microbiome Project (HMP) Reference Genomes	Kingella denitrificans ATCC 33394	Baylor College of Medicine	649989956	2186592	2574
2770939661	Bacteria	Permanent Draft	"Genomic Encyclopedia of Type Strains, Phase IV (KMG-IV): sequencing the most valuable type-strain genomes for metagenomic binning, comparative biology and taxonomic classification"	Umboniibacter marinipuniceus DSM 25080	DOE Joint Genome Institute (JGI)	2770939661	2689440	2514
2718217758	Bacteria	Finished	Pasteurellaceae bacterium NI1060 Genome sequencing	Pasteurellaceae bacterium NI1060	Vrije Universiteit Brussel	2718217758	2554082	2481
2721755608	Bacteria	Finished	Halioglobus pacificus RR3-57 Genome sequencing	Halioglobus pacificus RR3-57	Pukyong National University	2721755608	5003575	4633
2599185271	Bacteria	Permanent Draft	"Genomic Encyclopedia of Type Strains, Phase I: the one thousand microbial genomes (KMG-I) project"	Thalassobaculum litoreum DSM 18839	DOE Joint Genome Institute (JGI)	2599185271	5363368	5059
2718218076	Bacteria	Finished	Genome sequencing of carbapenemase (KPC) producing Gammaproteobacteria strains	Enterobacter asburiae CAV1043	University of Oxford	2718218076	5031452	5020
641522635	Bacteria	Finished	CSP_777079	Leptothrix cholodnii SP-6	DOE Joint Genome Institute (JGI)	641522635	4909403	4420
2508501110	Bacteria	Permanent Draft	Genome sequencing of representative photosynthetic purple sulfur bacteria	"Ectothiorhodospira haloalkaliphila Imhoff 51/7, ATCC 51935"	DOE Joint Genome Institute (JGI)	2508501110	3448426	3281
2718218437	Bacteria	Finished	Genome sequencing of carbapenemase (KPC) producing Gammaproteobacteria strains	Klebsiella aerogenes CAV1320	University of Oxford	2718218437	5138968	4942
2568526534	Bacteria	Permanent Draft	Lutibaculum baratangense AMV1 Genome sequencing	Lutibaculum baratangense AMV1	Centre for Cellular and Molecular Biology (CCMB)	2568526534	4300776	4221
2571042918	Bacteria	Permanent Draft	Whole Genome Sequencing of Novel Marine Hydrocarbon-Degrading Bacteria	Polycyclovorans algicola TG408	DOE Joint Genome Institute (JGI)	2571042918	3653213	3477
2524614556	Bacteria	Permanent Draft	"Genomic Encyclopedia of Type Strains, Phase I: the one thousand microbial genomes (KMG-I) project"	Chitinimonas koreensis DSM 17726	DOE Joint Genome Institute (JGI)	2524614556	5586102	4621
2574179710	Bacteria	Permanent Draft	"Genomic Encyclopedia of Type Strains, Phase I: the one thousand microbial genomes (KMG-I) project"	Brenneria alni DSM 11811	DOE Joint Genome Institute (JGI)	2574179710	4100984	3938
2531839096	Bacteria	Permanent Draft	Oceanibaculum indicum P24	Oceanibaculum indicum P24	"Third Institute of Oceanography, State Oceanic Administration"	2531839096	3952792	3800
649633076	Bacteria	Finished	A Genomic Encyclopedia of Bacteria and Archaea (GEBA)	"Nitratifractor salsuginis E9I37-1, DSM 16511"	DOE Joint Genome Institute (JGI)	649633076	2101285	2173
2645727822	Bacteria	Permanent Draft	Aliiroseovarius crassostreae CV919-312 genome sequencing	Aliiroseovarius crassostreae CV919-312	University of Rhode Island	2645727822	3723455	3759
2728369273	Bacteria	Permanent Draft	"Genomic Encyclopedia of Archaeal and Bacterial Type Strains, Phase II (KMG-II): from individual species to whole genera"	Dichotomicrobium thermohalophilum DSM 5002	DOE Joint Genome Institute (JGI)	2728369273	2988045	2829
2512564078	Bacteria	Finished	Corallococcus coralloides DSM 2259	Corallococcus coralloides DSM 2259	Max Planck Institute	2512564078	10080619	8101
2510461019	Bacteria	Permanent Draft	Dechloromarinus chlorophilus NSS	Dechloromarinus chlorophilus NSS	Eureka genomics	2510461019	3855987	3714
